arm,impostor_id,surface_seed,frac,rotation_deg,degradation,degradation_param,boundaries_spanned,band_first,band_last,top_sheet,top_aggregate,verdict_001,aggregate_001,coverage_001,renormalised_001,agr_cascade_ratio,agr_duty,agr_phase_duty_identity,agr_colour_pair
genuine,,2,0.75,0.0,brightness,1,4,0,4,bar-cascade-001,0.5681,candidate,0.5681,1.0,0.5681,0.9907,0.7592,0.0,0.9698
genuine,,2,0.75,0.0,brightness,1,4,0,4,bar-cascade-001,0.5436,candidate,0.5436,1.0,0.5436,0.9737,0.6576,0.0,0.9698
genuine,,2,0.75,0.0,brightness,1,4,0,4,bar-cascade-001,0.5635,candidate,0.5635,1.0,0.5635,0.9737,0.7566,0.0,0.9698
genuine,,2,0.75,0.0,brightness,1,4,0,4,bar-cascade-001,0.6801,candidate,0.6801,1.0,0.6801,0.9737,0.753,0.4387,0.9713
genuine,,2,0.75,0.0,brightness,1,4,0,4,bar-cascade-001,0.5639,candidate,0.5639,1.0,0.5639,0.9737,0.7596,0.0,0.9698
genuine,,2,0.75,0.0,brightness,1,4,0,4,bar-cascade-001,0.4674,candidate,0.4674,1.0,0.4674,0.9737,0.2681,0.0,0.9698
genuine,,2,0.75,0.0,brightness,1,4,0,4,bar-cascade-001,0.577,candidate,0.577,1.0,0.577,0.9737,0.826,0.0,0.9698
genuine,,2,0.75,0.0,brightness,1,3,0,3,bar-cascade-001,0.5667,candidate,0.5667,1.0,0.5667,0.9668,0.829,0.0,0.9698
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.5577,candidate,0.5577,1.0,0.5577,0.9737,0.7318,0.0,0.9634
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.6039,candidate,0.6039,1.0,0.6039,0.9737,0.968,0.0,0.9634
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.5565,candidate,0.5565,1.0,0.5565,0.9737,0.7263,0.0,0.9634
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.813,identified,0.813,1.0,0.813,0.9737,0.8131,0.8945,0.9698
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.8133,identified,0.8133,1.0,0.8133,0.9737,0.8157,0.8965,0.9634
genuine,,0,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.6052,candidate,0.6052,1.0,0.6052,0.9737,0.975,0.0,0.9634
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.5545,candidate,0.5545,1.0,0.5545,0.9737,0.7163,0.0,0.9634
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.5768,candidate,0.5768,1.0,0.5768,0.9737,0.8298,0.0,0.9634
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,1,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.8666,identified,0.8666,1.0,0.8666,0.9737,0.95,0.9971,0.9634
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7701,identified,0.7701,1.0,0.7701,0.9737,0.7067,0.8147,0.9634
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.5869,candidate,0.5869,1.0,0.5869,0.9737,0.8802,0.0,0.9634
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,2,1.0,0.0,brightness,1,4,0,4,bar-cascade-001,0.7711,identified,0.7711,1.0,0.7711,0.9737,0.7067,0.8147,0.9698
genuine,,0,0.1,0.0,brightness,1.3,1,0,1,bar-cascade-001,0.3464,not_recognised,0.3464,1.0,0.3464,0.9167,0.8716,0.0,0.0
genuine,,0,0.1,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3958,not_recognised,0.3958,1.0,0.3958,0.8831,0.9785,0.0,0.0
genuine,,0,0.1,0.0,brightness,1.3,1,0,1,bar-cascade-001,0.2624,not_recognised,0.2624,1.0,0.2624,0.9167,0.4248,0.0,0.0
genuine,,0,0.1,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2046,not_recognised,0.2046,1.0,0.2046,0.6667,0.4582,0.0,0.0
genuine,,0,0.1,0.0,brightness,1.3,1,2,3,bar-cascade-001,0.3215,not_recognised,0.3215,1.0,0.3215,0.9444,0.8524,0.0,0.0
genuine,,0,0.1,0.0,brightness,1.3,1,0,1,bar-cascade-001,0.3354,not_recognised,0.3354,1.0,0.3354,0.9167,0.819,0.0,0.0
genuine,,0,0.1,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.1993,not_recognised,0.1993,1.0,0.1993,0.8306,0.0,0.0,0.0
genuine,,0,0.1,0.0,brightness,1.3,1,1,2,bar-cascade-001,0.2303,not_recognised,0.2303,1.0,0.2303,0.8495,0.3482,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.2286,not_recognised,0.2286,1.0,0.2286,0.9525,0.0,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,1,1,2,bar-cascade-001,0.2387,not_recognised,0.2387,1.0,0.2387,0.8495,0.397,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,1,1,2,bar-cascade-001,0.1699,not_recognised,0.1699,1.0,0.1699,0.8495,0.0,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.3783,not_recognised,0.3783,1.0,0.3783,0.9525,0.8364,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,1,1,2,bar-cascade-001,0.2565,not_recognised,0.2565,1.0,0.2565,0.8495,0.4907,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.1877,not_recognised,0.1877,1.0,0.1877,0.6667,0.3627,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,1,1,2,bar-cascade-001,0.2703,not_recognised,0.2703,1.0,0.2703,0.8495,0.5649,0.0,0.0
genuine,,1,0.1,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.327,not_recognised,0.327,1.0,0.327,0.8831,0.6072,0.0,0.0
genuine,,2,0.1,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3487,not_recognised,0.3487,1.0,0.3487,0.8831,0.731,0.0,0.0
genuine,,2,0.1,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3061,not_recognised,0.3061,1.0,0.3061,0.9167,0.6592,0.0,0.0
genuine,,2,0.1,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.3438,not_recognised,0.3438,1.0,0.3438,0.9086,0.7183,0.0,0.0
genuine,,2,0.1,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.2709,not_recognised,0.2709,1.0,0.2709,0.8831,0.3123,0.0,0.0
genuine,,2,0.1,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.2692,not_recognised,0.2692,1.0,0.2692,0.8831,0.3052,0.0,0.0
genuine,,2,0.1,0.0,brightness,1.3,1,3,4,bar-cascade-001,0.0,not_recognised,0.0,0.4,0.0,,0.0,,0.0
genuine,,2,0.1,0.0,brightness,1.3,1,1,2,bar-cascade-001,0.2943,not_recognised,0.2943,1.0,0.2943,0.8495,0.7175,0.0,0.0
genuine,,2,0.1,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3802,not_recognised,0.3802,1.0,0.3802,0.8831,0.8937,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.3216,not_recognised,0.3216,1.0,0.3216,0.9086,0.5695,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.3608,not_recognised,0.3608,1.0,0.3608,0.8305,0.9542,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.374,not_recognised,0.374,1.0,0.374,0.8831,0.8463,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.2181,not_recognised,0.2181,1.0,0.2181,0.9086,0.0,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2962,not_recognised,0.2962,1.0,0.2962,0.8306,0.5919,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.1993,not_recognised,0.1993,1.0,0.1993,0.8305,0.0,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3907,not_recognised,0.3907,1.0,0.3907,0.8831,0.9274,0.0,0.0
genuine,,0,0.2,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.3318,not_recognised,0.3318,1.0,0.3318,0.9086,0.6144,0.0,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.493,candidate,0.493,1.0,0.493,0.9086,0.5478,0.7254,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3436,not_recognised,0.3436,1.0,0.3436,0.8831,0.6876,0.0,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3918,not_recognised,0.3918,1.0,0.3918,0.8831,0.9352,0.0,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3849,not_recognised,0.3849,1.0,0.3849,0.8831,0.8978,0.0,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2438,not_recognised,0.2438,1.0,0.2438,0.8305,0.2594,0.0,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2567,not_recognised,0.2567,1.0,0.2567,0.8305,0.3441,0.0,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.3483,not_recognised,0.3483,1.0,0.3483,0.8305,0.8805,0.0,0.0
genuine,,1,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2543,not_recognised,0.2543,1.0,0.2543,0.8305,0.3252,0.0,0.0
genuine,,2,0.2,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.5185,candidate,0.5185,1.0,0.5185,0.9679,0.5882,0.6292,0.0
genuine,,2,0.2,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.3005,not_recognised,0.3005,1.0,0.3005,0.9668,0.2702,0.0,0.0
genuine,,2,0.2,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.3218,not_recognised,0.3218,1.0,0.3218,0.9668,0.3822,0.0,0.0
genuine,,2,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.3118,not_recognised,0.3118,1.0,0.3118,0.8305,0.6646,0.0,0.0
genuine,,2,0.2,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.3856,not_recognised,0.3856,1.0,0.3856,0.9086,0.9106,0.0,0.0
genuine,,2,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.3485,not_recognised,0.3485,1.0,0.3485,0.8305,0.8815,0.0,0.0
genuine,,2,0.2,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2564,not_recognised,0.2564,1.0,0.2564,0.8305,0.3375,0.0,0.0
genuine,,2,0.2,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3215,not_recognised,0.3215,1.0,0.3215,0.8831,0.5706,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.3477,not_recognised,0.3477,1.0,0.3477,0.8831,0.7013,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2925,not_recognised,0.2925,1.0,0.2925,0.9017,0.4251,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.4324,candidate,0.4324,1.0,0.4324,0.9847,0.9489,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3926,not_recognised,0.3926,1.0,0.3926,0.9372,0.8105,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3571,not_recognised,0.3571,1.0,0.3571,0.9372,0.6119,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.4188,candidate,0.4188,1.0,0.4188,0.9372,0.9502,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,2,2,4,bar-cascade-001,0.2966,not_recognised,0.2966,1.0,0.2966,0.9729,0.3547,0.0,0.0
genuine,,0,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.4421,candidate,0.4421,1.0,0.4421,0.9847,0.9969,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.305,not_recognised,0.305,1.0,0.305,0.9668,0.2911,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.4,candidate,0.4,1.0,0.4,0.8831,0.9685,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3936,not_recognised,0.3936,1.0,0.3936,0.9847,0.74,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3469,not_recognised,0.3469,1.0,0.3469,0.9372,0.559,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,2,0,2,bar-cascade-001,0.3292,not_recognised,0.3292,1.0,0.3292,0.8831,0.6043,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.241,not_recognised,0.241,1.0,0.241,0.9372,0.0,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.4013,candidate,0.4013,1.0,0.4013,0.9668,0.7879,0.0,0.0
genuine,,1,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3978,not_recognised,0.3978,1.0,0.3978,0.9847,0.7658,0.0,0.0
genuine,,2,0.35,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.4124,candidate,0.4124,1.0,0.4124,0.9668,0.8439,0.0,0.0
genuine,,2,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.2489,not_recognised,0.2489,1.0,0.2489,0.9679,0.0,0.0,0.0
genuine,,2,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.2532,not_recognised,0.2532,1.0,0.2532,0.9847,0.0,0.0,0.0
genuine,,2,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3287,not_recognised,0.3287,1.0,0.3287,0.9372,0.4701,0.0,0.0
genuine,,2,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3263,not_recognised,0.3263,1.0,0.3263,0.9847,0.3886,0.0,0.0
genuine,,2,0.35,0.0,brightness,1.3,2,1,3,bar-cascade-001,0.2559,not_recognised,0.2559,1.0,0.2559,0.9086,0.2002,0.0,0.0
genuine,,2,0.35,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.6782,candidate,0.6782,1.0,0.6782,0.9668,0.9241,0.9723,0.0
genuine,,2,0.35,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.2722,not_recognised,0.2722,1.0,0.2722,0.9847,0.1018,0.0,0.0
genuine,,0,0.5,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3952,not_recognised,0.3952,1.0,0.3952,0.9847,0.7464,0.0,0.0
genuine,,0,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3795,not_recognised,0.3795,1.0,0.3795,0.9737,0.6151,0.0,0.0
genuine,,0,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.418,candidate,0.418,1.0,0.418,0.9668,0.867,0.0,0.0
genuine,,0,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.5473,candidate,0.5473,1.0,0.5473,0.9668,0.6914,0.6382,0.0
genuine,,0,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.4395,candidate,0.4395,1.0,0.4395,0.9668,0.9778,0.0,0.0
genuine,,0,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.4319,candidate,0.4319,1.0,0.4319,0.9668,0.937,0.0,0.0
genuine,,0,0.5,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.4379,candidate,0.4379,1.0,0.4379,0.9847,0.9697,0.0,0.0
genuine,,0,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.3939,not_recognised,0.3939,1.0,0.3939,0.9668,0.7443,0.0,0.0
genuine,,1,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4073,candidate,0.4073,1.0,0.4073,0.9737,0.7571,0.0,0.0
genuine,,1,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3437,not_recognised,0.3437,1.0,0.3437,0.9668,0.4886,0.0,0.0
genuine,,1,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.5482,candidate,0.5482,1.0,0.5482,0.9668,0.8799,0.4969,0.0
genuine,,1,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.4437,candidate,0.4437,1.0,0.4437,0.9668,0.9991,0.0,0.0
genuine,,1,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3366,not_recognised,0.3366,1.0,0.3366,0.9737,0.3951,0.0,0.0
genuine,,1,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.4094,candidate,0.4094,1.0,0.4094,0.9668,0.8268,0.0,0.0
genuine,,1,0.5,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3055,not_recognised,0.3055,1.0,0.3055,0.9372,0.3375,0.0,0.0
genuine,,1,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.3866,not_recognised,0.3866,1.0,0.3866,0.9668,0.7051,0.0,0.0
genuine,,2,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3374,not_recognised,0.3374,1.0,0.3374,0.9907,0.3757,0.0,0.0
genuine,,2,0.5,0.0,brightness,1.3,3,0,3,bar-cascade-001,0.404,candidate,0.404,1.0,0.404,0.9668,0.7949,0.0,0.0
genuine,,2,0.5,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.4211,candidate,0.4211,1.0,0.4211,0.9847,0.628,0.1879,0.0
genuine,,2,0.5,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.4418,candidate,0.4418,1.0,0.4418,0.9847,0.9868,0.0,0.0
genuine,,2,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3541,not_recognised,0.3541,1.0,0.3541,0.9907,0.4598,0.0,0.0
genuine,,2,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.438,candidate,0.438,1.0,0.438,0.9907,0.891,0.0,0.0
genuine,,2,0.5,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.419,candidate,0.419,1.0,0.419,0.9907,0.7945,0.0,0.0
genuine,,2,0.5,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.2532,not_recognised,0.2532,1.0,0.2532,0.9847,0.0,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4329,candidate,0.4329,1.0,0.4329,0.9737,0.8822,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,3,1,4,bar-cascade-001,0.3654,not_recognised,0.3654,1.0,0.3654,0.9372,0.6439,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4153,candidate,0.4153,1.0,0.4153,0.9737,0.7931,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4324,candidate,0.4324,1.0,0.4324,0.9907,0.8583,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4297,candidate,0.4297,1.0,0.4297,0.9907,0.8449,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3824,not_recognised,0.3824,1.0,0.3824,0.9737,0.6269,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3312,not_recognised,0.3312,1.0,0.3312,0.9737,0.3651,0.0,0.0
genuine,,0,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.591,candidate,0.591,1.0,0.591,0.9737,0.6907,0.7334,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4,candidate,0.4,1.0,0.4,0.9737,0.7143,0.0,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4186,candidate,0.4186,1.0,0.4186,0.9737,0.8093,0.0,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.404,candidate,0.404,1.0,0.404,0.9737,0.7356,0.0,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4103,candidate,0.4103,1.0,0.4103,0.9737,0.7672,0.0,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.436,candidate,0.436,1.0,0.436,0.9907,0.8764,0.0,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.5245,candidate,0.5245,1.0,0.5245,0.9737,0.8228,0.3863,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3768,not_recognised,0.3768,1.0,0.3768,0.9907,0.5751,0.0,0.0
genuine,,1,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3756,not_recognised,0.3756,1.0,0.3756,0.9737,0.5914,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3369,not_recognised,0.3369,1.0,0.3369,0.9737,0.3944,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.446,candidate,0.446,1.0,0.446,0.9907,0.9277,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3789,not_recognised,0.3789,1.0,0.3789,0.9737,0.6084,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3311,not_recognised,0.3311,1.0,0.3311,0.9907,0.3414,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4197,candidate,0.4197,1.0,0.4197,0.9737,0.815,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3893,not_recognised,0.3893,1.0,0.3893,0.9737,0.6591,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3072,not_recognised,0.3072,1.0,0.3072,0.9907,0.22,0.0,0.0
genuine,,2,0.75,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4071,candidate,0.4071,1.0,0.4071,0.9737,0.7514,0.0,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6159,candidate,0.6159,1.0,0.6159,0.9737,0.7067,0.8147,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.416,candidate,0.416,1.0,0.416,0.9737,0.7955,0.0,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4343,candidate,0.4343,1.0,0.4343,0.9737,0.8891,0.0,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.5063,candidate,0.5063,1.0,0.5063,0.9737,0.9559,0.2204,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4247,candidate,0.4247,1.0,0.4247,0.9737,0.8407,0.0,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.524,candidate,0.524,1.0,0.524,0.9737,0.9189,0.3143,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6774,candidate,0.6774,1.0,0.6774,0.9737,0.9088,0.8969,0.0
genuine,,0,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6159,candidate,0.6159,1.0,0.6159,0.9737,0.7067,0.8147,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6159,candidate,0.6159,1.0,0.6159,0.9737,0.7067,0.8147,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4291,candidate,0.4291,1.0,0.4291,0.9737,0.8617,0.0,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6099,candidate,0.6099,1.0,0.6099,0.9737,0.6914,0.8032,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4458,candidate,0.4458,1.0,0.4458,0.9737,0.9472,0.0,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6952,candidate,0.6952,1.0,0.6952,0.9737,0.9065,0.9645,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3999,not_recognised,0.3999,1.0,0.3999,0.9737,0.7143,0.0,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4137,candidate,0.4137,1.0,0.4137,0.9737,0.7845,0.0,0.0
genuine,,1,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4422,candidate,0.4422,1.0,0.4422,0.9737,0.93,0.0,0.0
genuine,,2,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6159,candidate,0.6159,1.0,0.6159,0.9737,0.7067,0.8147,0.0
genuine,,2,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.3937,not_recognised,0.3937,1.0,0.3937,0.9737,0.6821,0.0,0.0
genuine,,2,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6159,candidate,0.6159,1.0,0.6159,0.9737,0.7067,0.8147,0.0
genuine,,2,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.4225,candidate,0.4225,1.0,0.4225,0.9737,0.8287,0.0,0.0
genuine,,2,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.6159,candidate,0.6159,1.0,0.6159,0.9737,0.7067,0.8147,0.0
genuine,,2,1.0,0.0,brightness,1.3,4,0,4,bar-cascade-001,0.631,candidate,0.631,1.0,0.631,0.9737,0.7915,0.8089,0.0
